[1, 5, 2, 3, 4, 6, 8, 10, 7, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, -45, -42, -44, 46, 48, 49, 50, 47]
[-47, -50, -49, -48, -46, 44, 42, 45, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10, -8, -6, -4, -3, -2, -5, -1]
[5, 2, 3, 4, 6, 8, 10, 7, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, -45, -42, -44, 46, 48, 49, 50, 47, -1]
[1, -47, -50, -49, -48, -46, 44, 42, 45, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10, -8, -6, -4, -3, -2, -5]
[2, 3, 4, 6, 8, 10, 7, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, -45, -42, -44, 46, 48, 49, 50, 47, -1, -5]
[-47, -50, -49, -48, -46, 44, 42, 45, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10, -8, -6, -4, -3, -2, -1, -5]
[5, 1, 2, 3, 4, 6, 8, 10, 7, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, -45, -42, -44, 46, 48, 49, 50, 47]
[-50, -49, -48, -46, 44, 42, 45, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10, -8, -6, -4, -3, -2, -1, -5, 47]
[-47, 5, 1, 2, 3, 4, 6, 8, 10, 7, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, -45, -42, -44, 46, 48, 49, 50]
[-46, 44, 42, 45, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10, -8, -6, -4, -3, -2, -1, -5, 47, 48, 49, 50]
[5, 1, 2, 3, 4, 6, 8, 10, 7, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, -45, -42, -44, 46, 47, 48, 49, 50]
[-50, -49, -48, -47, -46, 44, 42, 45, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10, -8, -6, -4, -3, -2, -1, -5]
[1, 2, 3, 4, 6, 8, 10, 7, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, -45, -42, -44, 46, 47, 48, 49, 50, -5]
[5, -50, -49, -48, -47, -46, 44, 42, 45, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10, -8, -6, -4, -3, -2, -1]
[6, 8, 10, 7, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, -45, -42, -44, 46, 47, 48, 49, 50, -5, -4, -3, -2, -1]
[-50, -49, -48, -47, -46, 44, 42, 45, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10, -8, -6, -5, -4, -3, -2, -1]
[1, 2, 3, 4, 5, 6, 8, 10, 7, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, -45, -42, -44, 46, 47, 48, 49, 50]
[44, 42, 45, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10, -8, -6, -5, -4, -3, -2, -1, 46, 47, 48, 49, 50]
[-45, -42, -44, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10, -8, -6, -5, -4, -3, -2, -1, 46, 47, 48, 49, 50]
[1, 2, 3, 4, 5, 6, 8, 10, 7, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, 44, 42, 45, 46, 47, 48, 49, 50]
[-50, -49, -48, -47, -46, -45, -42, -44, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10, -8, -6, -5, -4, -3, -2, -1]
[8, 10, 7, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, 44, 42, 45, 46, 47, 48, 49, 50, -6, -5, -4, -3, -2, -1]
[1, 2, 3, 4, 5, 6, -50, -49, -48, -47, -46, -45, -42, -44, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10, -8]
[10, 7, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, 44, 42, 45, 46, 47, 48, 49, 50, -6, -5, -4, -3, -2, -1, -8]
[8, 1, 2, 3, 4, 5, 6, -50, -49, -48, -47, -46, -45, -42, -44, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -7, -10]
[9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, 44, 42, 45, 46, 47, 48, 49, 50, -6, -5, -4, -3, -2, -1, -8, -7, -10]
[1, 2, 3, 4, 5, 6, -50, -49, -48, -47, -46, -45, -42, -44, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -8, -7, -10]
[10, 7, 8, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, 44, 42, 45, 46, 47, 48, 49, 50, -6, -5, -4, -3, -2, -1]
[-50, -49, -48, -47, -46, -45, -42, -44, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -8, -7, -10, -6, -5, -4, -3, -2, -1]
[1, 2, 3, 4, 5, 6, 10, 7, 8, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, 44, 42, 45, 46, 47, 48, 49, 50]
[-42, -44, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -8, -7, -10, -6, -5, -4, -3, -2, -1, 45, 46, 47, 48, 49, 50]
[-50, -49, -48, -47, -46, -45, 1, 2, 3, 4, 5, 6, 10, 7, 8, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, 44, 42]
[-44, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -8, -7, -10, -6, -5, -4, -3, -2, -1, 45, 46, 47, 48, 49, 50, 42]
[1, 2, 3, 4, 5, 6, 10, 7, 8, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, 44, 45, 46, 47, 48, 49, 50, 42]
[-42, -50, -49, -48, -47, -46, -45, -44, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -8, -7, -10, -6, -5, -4, -3, -2, -1]
[10, 7, 8, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, 44, 45, 46, 47, 48, 49, 50, 42, -6, -5, -4, -3, -2, -1]
[1, 2, 3, 4, 5, 6, -42, -50, -49, -48, -47, -46, -45, -44, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -8, -7, -10]
[7, 8, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, 44, 45, 46, 47, 48, 49, 50, 42, -6, -5, -4, -3, -2, -1, -10]
[-42, -50, -49, -48, -47, -46, -45, -44, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -8, -7, -6, -5, -4, -3, -2, -1, -10]
[10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, 44, 45, 46, 47, 48, 49, 50, 42]
[-50, -49, -48, -47, -46, -45, -44, -43, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -8, -7, -6, -5, -4, -3, -2, -1, -10, 42]
[-42, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 43, 44, 45, 46, 47, 48, 49, 50]
[-41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -8, -7, -6, -5, -4, -3, -2, -1, -10, 42, 43, 44, 45, 46, 47, 48, 49, 50]
[10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]
[-50, -49, -48, -47, -46, -45, -44, -43, -42, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -8, -7, -6, -5, -4, -3, -2, -1, -10]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, -10]
[10, -50, -49, -48, -47, -46, -45, -44, -43, -42, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -9, -8, -7, -6, -5, -4, -3, -2, -1]
[11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]
[-50, -49, -48, -47, -46, -45, -44, -43, -42, -41, -39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]
[-39, -37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]
[-50, -49, -48, -47, -46, -45, -44, -43, -42, -41, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37, 39]
[-37, -40, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 39]
[-39, -50, -49, -48, -47, -46, -45, -44, -43, -42, -41, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 40, 37]
[-38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 39, 40, 37]
[-50, -49, -48, -47, -46, -45, -44, -43, -42, -41, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 39, 40, 37]
[-37, -40, -39, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 39, 40, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]
[-50, -49, -48, -47, -46, -45, -44, -43, -42, -41, -37, -40, -39, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]
[13, -15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 39, 40, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, -50, -49, -48, -47, -46, -45, -44, -43, -42, -41, -37, -40, -39, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -14, -12, 15, -13]
[-15, 12, 14, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 39, 40, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1, -13]
[-14, -12, 15, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 39, 40, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1, -13]
[12, 14, 15, 16, -18, 20, 17, 19, 21, 23, 25, 22, 24, 26, 28, -30, -27, 29, 31, 33, 35, 32, 34, 36, 38, 39, 40, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1, -13]
[-50, -49, -48, -47, -46, -45, -44, -43, -42, -41, -37, -40, -39, -38, -36, -34, -32, -35, -33, -31, -29, 27, 30, -28, -26, -24, -22, -25, -23, -21, -19, -17, -20, 18, -16, -15, -14, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1, -13]
